ID,PARK_AREA_ACRES,CTA_BUS_STATIONS,CTA_TRAIN_STATIONS,BIKE_ROUTES,Limited_Business_License,Retail_Food_Establishment,CAPACITY,PER_CAPITA_INCOME,POPULATION_SQ_MILE,CBD,MINORITY,EDU,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATIO,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,GAMBLING,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,trips,i
225,992.48576,151,5,23.989859,48815,28804,15,43198,23445.29878,0,0.181092695,0.553100061,1.0986122887,4.2904594411,5.669880923,5.1357984371,0,2.8903717579,5.7365722975,4.5325994932,5.252273428,0,0,0,1.0986122887,0,0,3.258096538,4.3307333403,3.7376696183,0,0,2.1972245773,0,4.2195077052,0,0,2.7725887222,4.7361984484,2.8903717579,0,7.0299729117,1.6094379124,10.085017129,33
226,1240.50496,149,8,18.783412,27167,17808,15,71551,31636.85784,0,0.162962963,0.717171717,2.1972245773,4.605170186,6.2557500418,5.5834963088,0,3.4011973817,5.8692969131,4.8121843554,5.5834963088,0,0,0.6931471806,2.0794415417,1.0986122887,0.6931471806,3.4339872045,4.7004803658,4.5747109785,0.6931471806,0,2.7080502011,0.6931471806,4.6347289882,0,0.6931471806,3.5835189385,5.2729995586,2.7725887222,1.0986122887,7.1678091843,3.0445224377,9.9776205244,33
227,1257.55136,125,7,11.998689,16879,10625,15,60058,28030.19622,0,0.149081365,0.71023622,0.6931471806,4.0943445622,5.6240175062,5.4889377262,0,2.5649493575,5.6058020663,4.4308167988,5.3706380281,0,0,0,1.9459101491,0.6931471806,0,2.3978952728,4.3307333403,3.36729583,0.6931471806,0,2.6390573296,0.6931471806,4.1588830834,0,0,3.258096538,4.5951198501,1.7917594692,0.6931471806,6.5624440937,1.6094379124,10.230053743,33
228,1315.19232,148,4,20.872262,32218,15522,11,60058,24787.67853,0,0.212698413,0.720634921,1.7917594692,3.9702919136,4.7874917428,5.1179938124,0,1.9459101491,5.1873858058,3.6109179126,4.6913478822,0,0,0,0,0.6931471806,0,0.6931471806,4.1108738642,2.5649493575,0,0.6931471806,2.0794415417,0,3.8286413965,0.6931471806,0,1.9459101491,3.295836866,1.6094379124,0.6931471806,6.1612073217,0.6931471806,9.1036456333,33
229,1272.2432,132,9,16.895076,22670,13607,19,60058,21713.15557,0,0.117685733,0.782380013,0,4.0943445622,5.3375380797,5.4889377262,0,2.302585093,5.4806389233,4.1431347264,5.3327187933,0,0,0,1.6094379124,0,1.0986122887,1.9459101491,4.4308167988,3.258096538,0,0,2.7080502011,0,4.4067192473,0.6931471806,0,2.7725887222,4.5325994932,1.7917594692,1.0986122887,6.6945620585,1.7917594692,10.388041067,33
230,1304.1664,143,6,19.098658,27150,14174,19,60058,21713.15557,0,0.177099237,0.804580153,0,3.8501476017,4.7621739348,5.252273428,0,2.0794415417,5.1357984371,3.6888794541,5.062595033,0,0,0,1.0986122887,0,0.6931471806,1.3862943611,4.3174881135,2.8332133441,0,0,2.302585093,0,4.248495242,0.6931471806,0,2.0794415417,3.9512437186,1.7917594692,0,6.4393503711,1.7917594692,10.096542962,33
231,1130.01856,195,5,21.364913,28699,17208,15,60058,42405.49555,0,0.356291391,0.815231788,1.6094379124,5.8230458955,6.8221973906,4.8520302639,0.6931471806,3.5835189385,5.910796644,5.429345629,6.0185932145,0,2.7725887222,0,2.302585093,0.6931471806,1.0986122887,0.6931471806,4.836281907,6.2633982626,0.6931471806,0,3.6888794541,0.6931471806,5.5568280617,1.6094379124,0,3.8501476017,5.1119877884,3.258096538,0,7.1996783457,3.6109179126,9.995747631,33
232,1232.92096,185,5,17.742046,24887,16841,23,60058,19699.46629,0,0.228760046,0.899540758,1.0986122887,5.1590552992,6.4002574453,5.0998664278,0,3.5835189385,5.8348107371,4.8978398,5.9839362807,0,0,0,2.7080502011,0,0.6931471806,2.302585093,4.8903491282,4.5325994932,1.0986122887,1.0986122887,2.0794415417,0,5.1059454739,1.6094379124,0.6931471806,3.36729583,4.8202815656,2.4849066498,1.0986122887,7.2356191411,1.7917594692,10.27728998,33
233,1185.23392,173,11,28.841501,334836,92820,15,60058,5465.452466,0,0.256169793,0.901283317,0.6931471806,4.8441870865,5.7745515455,4.8828019226,0,2.8332133441,5.9162020626,3.6888794541,6.0088131854,0,0.6931471806,0,1.6094379124,0.6931471806,0.6931471806,1.6094379124,4.9344739331,3.258096538,0,0,1.6094379124,0,4.7004803658,1.7917594692,0,1.9459101491,4.4067192473,2.0794415417,1.3862943611,7.5283317667,1.6094379124,10.045334277,33
234,1173.6032,154,7,16.402049,23635,13683,19,37524,20453.37359,0,0.153141361,0.727748691,1.0986122887,4.5432947823,5.5451774445,4.6821312271,0,2.302585093,5.4424177105,4.4659081187,4.9836066217,0,1.7917594692,0,1.0986122887,0.6931471806,0,0.6931471806,4.1431347264,4.7184988713,0,0,2.5649493575,0,4.7184988713,0,0,2.7080502011,4.2046926194,2.0794415417,0,6.0913098821,2.0794415417,9.3647767253,33
236,943.08928,211,5,24.5555,116995,42724,15,35787,34181.62651,0,0.748916043,0.573906188,1.0986122887,5.3890717298,6.4216222678,4.9126548857,0.6931471806,2.8903717579,6.1484682959,5.2257466737,5.8916442118,0.6931471806,1.6094379124,0,2.9444389792,1.3862943611,2.0794415417,1.9459101491,4.7004803658,5.0172798368,0.6931471806,0.6931471806,2.9444389792,0,5.1590552992,0,0,3.4011973817,4.7449321284,2.6390573296,1.3862943611,7.4877337614,3.4657359028,8.8959035622,33
237,1123.20064,111,2,20.998129,20139,9450,15,43198,5114.258973,0,0.91728763,0.842026826,1.3862943611,4.4426512565,5.4930614433,3.8066624898,0,1.0986122887,5.5053315359,3.6635616461,4.7621739348,0,1.3862943611,0.6931471806,1.0986122887,0.6931471806,1.0986122887,0,4.5643481915,3.36729583,0,0,1.0986122887,0,4.1588830834,0,0.6931471806,2.8903717579,4.7706846245,1.7917594692,1.0986122887,6.3099182782,2.302585093,9.2445485433,33
238,1191.9296,131,6,18.994416,28343,15611,15,31908,18414.6033,0,0.254444444,0.785555556,0,3.8918202981,4.7957905456,4.7361984484,0,1.7917594692,5.257495372,3.7135720667,4.9272536852,0,0,0,0.6931471806,1.0986122887,0.6931471806,0,4.2195077052,2.9444389792,0,0,2.8332133441,0,4.4308167988,0,0,1.6094379124,3.7135720667,1.9459101491,0,6.2576675879,1.6094379124,9.449593465,33
239,1193.81888,151,5,24.237983,29489,17212,15,43198,19044.37854,0,0.261351052,0.757475083,0,4.276666119,5.3565862747,4.7095302013,0,1.6094379124,5.3181199938,3.9702919136,5.0751738152,1.3862943611,0.6931471806,0,1.6094379124,0,1.3862943611,1.6094379124,4.0604430105,3.7841896339,0.6931471806,0.6931471806,2.7725887222,0.6931471806,4.4426512565,0.6931471806,0.6931471806,1.6094379124,3.6635616461,2.6390573296,1.0986122887,6.2841341611,2.4849066498,9.5765100975,33
240,1223.22112,197,4,21.586325,29439,18437,23,43198,38478.17737,0,0.156593407,0.741758242,0.6931471806,5.062595033,6.3630281035,5.2311086169,0,3.5263605246,5.8636311756,4.9628446303,5.8230458955,0,0,0,2.4849066498,1.0986122887,1.0986122887,2.5649493575,4.5747109785,4.2046926194,1.0986122887,1.0986122887,3.258096538,1.0986122887,4.8598124044,0.6931471806,0.6931471806,3.7135720667,4.8828019226,2.8903717579,0.6931471806,7.0379059634,2.302585093,10.537070486,33
241,1031.88096,174,5,24.977774,207626,61078,15,43198,4916.028939,0,0.413592233,0.536569579,0.6931471806,4.3040650932,5.2781146592,4.1431347264,0,2.5649493575,5.1984970313,2.7080502011,4.8283137373,0,0.6931471806,0,0.6931471806,0,0.6931471806,1.6094379124,3.9120230054,1.9459101491,0,0.6931471806,2.3978952728,0,4.3438054219,0,0,2.1972245773,3.7135720667,2.302585093,0,6.0661080901,0,10.15797472,33
242,1198.8768,151,5,21.974392,30300,17112,15,43198,18414.6033,0,0.312236287,0.735232068,0,3.9512437186,4.8978398,4.7621739348,0,2.0794415417,5.2257466737,3.7612001157,4.9487598904,0,0.6931471806,0,0.6931471806,0,0.6931471806,0.6931471806,4.0604430105,2.9444389792,0.6931471806,0.6931471806,2.6390573296,0,4.4426512565,0.6931471806,0.6931471806,1.7917594692,3.5553480615,2.4849066498,0.6931471806,6.3207682943,1.9459101491,9.5025621245,33
243,1191.16992,143,6,16.726711,24997,13970,15,43198,15703.16014,0,0.296875,0.796875,0,4.1108738642,5.2094861528,4.7535901911,0,1.7917594692,5.2203558251,3.7841896339,4.9628446303,0,0.6931471806,0,1.3862943611,1.0986122887,1.3862943611,1.0986122887,3.9702919136,2.6390573296,0.6931471806,0.6931471806,2.7725887222,0,4.2195077052,0.6931471806,0.6931471806,1.7917594692,3.5835189385,2.0794415417,1.0986122887,6.2614916843,1.6094379124,9.507700461,33
244,1182.82176,139,7,18.656962,28823,15173,19,43198,17736.80427,0,0.220403023,0.768891688,1.0986122887,3.9120230054,4.8828019226,4.605170186,0,1.6094379124,5.3230099791,3.9120230054,4.9487598904,0,0,0,1.0986122887,1.0986122887,0,0,3.9512437186,3.8918202981,0,0,2.302585093,0,4.0073331852,0,0,2.6390573296,3.7612001157,2.0794415417,0,6.0844994131,1.0986122887,9.4571223219,33
245,1137.22304,182,5,18.030453,23545,14832,15,60058,5277.041621,0,0.398520085,0.918604651,1.0986122887,5.342334252,6.4846352356,4.5538768916,0.6931471806,3.4965075615,5.7203117766,4.9126548857,5.7170277014,0,2.1972245773,0,1.7917594692,0,1.0986122887,0.6931471806,4.6913478822,5.4026773819,1.0986122887,0,3.5263605246,0,5.2626901889,0.6931471806,0,3.258096538,4.4659081187,2.8903717579,0,7.0800264999,3.0910424534,9.8097261727,33
246,1191.5392,144,9,20.062111,27673,15250,11,60058,20453.37359,0,0.347701149,0.734195402,1.6094379124,3.9889840466,4.9972122738,4.7874917428,0,1.9459101491,5.257495372,3.7841896339,4.8978398,0,0,0,1.0986122887,1.3862943611,0,0,3.9120230054,3.8918202981,0,0,2.302585093,0,4.0943445622,0,0,2.7725887222,3.4657359028,1.7917594692,0,6.0378709199,1.3862943611,8.9724638211,33
247,1433.744,72,0,19.858233,11291,5874,15,60058,4521.344665,0,0.492478226,0.859857482,0,3.7612001157,4.7621739348,4.276666119,0,1.7917594692,4.7361984484,2.9444389792,4.4773368145,0,1.0986122887,0,0,0,0,0,4.0430512678,2.302585093,0,0,2.0794415417,0,4.2195077052,0,0.6931471806,1.3862943611,4.1588830834,2.302585093,1.0986122887,5.8318824773,1.0986122887,9.5564092701,33
248,1468.6688,167,0,20.880285,9906,7352,15,57123,21457.32492,0,0.475911751,0.641152634,0.6931471806,4.0430512678,4.8598124044,5.1474944768,0,2.4849066498,5.1929568509,3.5835189385,4.9904325868,0.6931471806,0.6931471806,0,0.6931471806,0,0,0,4.3174881135,2.5649493575,0,0,2.3978952728,0,4.0775374439,0,0,1.7917594692,4.8202815656,1.7917594692,0.6931471806,6.2285110036,0.6931471806,8.9836906813,33
249,966.48384,57,1,11.435936,11564,6631,15,57123,5277.041621,0,0.413793103,0.99137931,0,1.6094379124,3.4339872045,1.0986122887,0,0.6931471806,2.9444389792,1.7917594692,1.6094379124,0,0,0,0.6931471806,0,0,0.6931471806,1.7917594692,3.4011973817,0.6931471806,0,0.6931471806,0,1.0986122887,0,0,1.0986122887,2.302585093,2.0794415417,0,4.127134385,0.6931471806,10.373178633,33
250,1367.01632,129,6,22.60224,33713,17609,19,43198,17482.30384,0,0.216920609,0.688051323,1.6094379124,3.9318256327,4.7621739348,4.9628446303,0,1.7917594692,5.2257466737,3.6888794541,5.1590552992,0,0,0,0,0,1.0986122887,1.3862943611,4.0943445622,2.6390573296,0,0,2.302585093,0,4.0604430105,0.6931471806,0,1.6094379124,3.7376696183,1.0986122887,0,6.5439118456,1.6094379124,9.3090085438,33
251,1104.95552,154,4,18.011531,20338,12533,15,43198,5277.041621,0,0.413793103,0.99137931,1.7917594692,5.4595855141,6.5191472879,4.0604430105,0.6931471806,3.2188758249,5.6276211137,4.8202815656,5.3798973535,0,2.5649493575,0,2.0794415417,0.6931471806,0,1.3862943611,4.7184988713,5.8260001074,0.6931471806,0,3.1354942159,0,5.2832037287,1.3862943611,0,3.4011973817,4.5432947823,2.1972245773,0,6.6227363239,3.4011973817,9.3241153862,33
252,1475.21664,111,0,22.70347,10221,5322,15,43198,15698.49841,0,0.913538111,0.687144482,1.3862943611,5.3890717298,6.3297209055,4.8751973232,0,2.7725887222,5.7990926545,4.3944491547,5.313205979,0,1.9459101491,0,1.0986122887,0.6931471806,0,0,4.8441870865,4.7706846245,0,0,2.9957322736,0,5.1984970313,0.6931471806,0,2.3978952728,5.1873858058,2.3978952728,0,6.6372580313,3.4339872045,8.1850714775,33
253,1168.576,179,5,23.885363,29066,17251,15,43198,12668.59774,0,0.458333333,0.816441441,1.7917594692,6.0520891689,7.0030654588,5.0562458053,0,3.36729583,6.023447593,5.7868973814,6.0063531596,1.0986122887,2.8903717579,0,2.9444389792,0.6931471806,0,1.0986122887,5.0751738152,6.4937538399,0,0,3.6109179126,0.6931471806,5.8377304472,1.6094379124,0,3.9512437186,5.3798973535,3.258096538,0.6931471806,7.2056351764,3.7612001157,9.2389278288,33
254,1190.3168,183,3,16.931436,22340,14561,15,31908,50680.12248,0,0.234525447,0.826685007,1.0986122887,5.1119877884,6.1420374056,4.9052747784,0,3.5263605246,5.7589017739,4.6249728133,5.8522024798,0,0,0,1.9459101491,0.6931471806,0,1.6094379124,4.8202815656,4.3040650932,0.6931471806,1.0986122887,2.5649493575,0,5.0751738152,0.6931471806,0,2.9444389792,4.4543472963,2.5649493575,1.0986122887,6.987490247,2.0794415417,10.357393557,33
255,947.49376,132,12,21.554751,174493,52059,31,88669,9522.378772,1,0.476900866,0.836381136,1.0986122887,5.1984970313,6.2205901701,4.521788577,0,3.0445224377,5.463831805,5.6058020663,6.2557500418,0,0,0,2.1972245773,1.0986122887,1.0986122887,1.6094379124,4.262679877,4.6249728133,0,0,2.4849066498,0.6931471806,5.0238805208,1.9459101491,0,3.6635616461,4.8121843554,3.295836866,2.302585093,7.3258075026,2.0794415417,11.027085094,33
256,1212.65216,194,5,19.168492,25471,16293,15,65526,38478.17737,0,0.156593407,0.741758242,1.0986122887,5.2832037287,6.3750248198,5.1817835503,0,3.6888794541,5.9427993751,4.9416424226,5.9839362807,0,0,0,2.5649493575,1.0986122887,0.6931471806,2.302585093,4.8978398,4.4188406078,0.6931471806,1.0986122887,2.6390573296,0,5.2094861528,1.0986122887,0.6931471806,3.6635616461,4.8520302639,2.7725887222,1.3862943611,7.1139561096,2.302585093,9.7685265671,33
257,1214.66112,155,5,14.241082,23287,11828,15,88669,16145.89235,0,0.18913676,0.779825412,1.0986122887,3.6888794541,4.5108595065,4.9344739331,0,2.0794415417,5.0498560072,3.7612001157,4.8751973232,0,0,0,1.0986122887,0,0,0.6931471806,4.0943445622,2.6390573296,0,0,1.9459101491,0,3.8066624898,0,0,1.9459101491,3.5553480615,1.9459101491,0,6.0753460311,0.6931471806,9.4083712225,33
258,1039.66912,150,1,24.378554,40364,19684,19,88669,7185.97194,0,0.379725086,0.806701031,1.6094379124,4.3694478525,5.252273428,4.3567088267,0,1.7917594692,5.3278761688,3.7376696183,4.6728288345,0,1.0986122887,0,1.0986122887,0,1.0986122887,1.3862943611,4.3307333403,3.295836866,0,0.6931471806,1.3862943611,0,4.0430512678,1.0986122887,0,1.3862943611,3.4657359028,1.6094379124,0.6931471806,6.7742238864,1.6094379124,9.4828834256,33
259,623.32672,154,3,18.498382,23036,12742,15,31908,22046.96989,0,0.699555556,0.700444444,1.3862943611,5.0304379214,6.09356977,5.1119877884,0,2.4849066498,5.9375362051,4.3307333403,5.0304379214,0,1.6094379124,0,1.7917594692,1.0986122887,1.3862943611,2.0794415417,4.7361984484,4.262679877,0.6931471806,0,3.295836866,0,4.9126548857,0,0,2.9444389792,4.3567088267,2.0794415417,1.6094379124,6.7381524946,2.8903717579,9.3016425304,33
260,518.06784,157,3,27.502371,28184,15303,19,57123,28238.3452,0,0.693877551,0.715986395,2.0794415417,4.9904325868,6.0330862218,5.1817835503,0,2.9444389792,5.9401712527,4.1588830834,5.1416635565,0,0.6931471806,0,2.1972245773,0,0.6931471806,1.9459101491,5.1059454739,4.262679877,0,0.6931471806,2.9444389792,0,5.0039463059,0,0,2.8332133441,4.9904325868,2.6390573296,0,6.8123450942,2.8903717579,10.064542912,33
261,1055.79712,201,6,22.29129,44125,16947,15,60058,3533.246754,0,0.684401451,0.284159613,1.0986122887,4.8751973232,5.6524891803,3.7612001157,0,2.9957322736,4.836281907,3.9318256327,5.1984970313,0.6931471806,1.3862943611,0,0,0.6931471806,0,0,4.2195077052,3.7135720667,0,0.6931471806,2.7725887222,0,4.7004803658,0,0,2.302585093,4.0430512678,2.1972245773,0,6.4967749902,1.9459101491,9.5416564814,33
262,1077.78368,101,1,8.622368,6547,2167,11,71551,8965.180041,0,0.430412371,0.690721649,1.6094379124,4.4998096703,5.0369526024,4.6634390941,0,1.7917594692,5.2149357576,2.8903717579,4.4543472963,0,0.6931471806,0,1.0986122887,0.6931471806,0,0,3.9889840466,3.4965075615,0,0,0.6931471806,0,4.2195077052,0.6931471806,0,2.0794415417,3.5835189385,1.3862943611,0.6931471806,5.6594822158,1.3862943611,7.1600692076,33
263,1218.25408,112,2,20.480448,14258,6175,11,65526,5698.559388,0,0.948704104,0.855291577,1.3862943611,5.3033049081,6.2205901701,3.9318256327,0,2.6390573296,5.5834963088,4.7184988713,5.1590552992,0,1.0986122887,0,1.6094379124,0,1.3862943611,0,4.8040210447,4.6347289882,0.6931471806,0,2.5649493575,0,4.8598124044,0,0,3.258096538,5.2257466737,2.3978952728,1.0986122887,6.7165947735,3.1354942159,8.6204715409,33
264,1037.96032,270,20,37.829884,495958,141713,19,60058,30885.64541,1,0.460526316,0.820175439,1.7917594692,5.7807435158,6.935370446,5.0039463059,0,3.8712010109,6.0890448754,6.0799331951,7.4838066877,0.6931471806,1.0986122887,0,2.7080502011,1.7917594692,1.0986122887,2.7080502011,4.9272536852,4.9558270576,0.6931471806,1.0986122887,2.5649493575,0.6931471806,5.7071102647,4.9767337424,0.6931471806,4.4773368145,5.6767538023,3.258096538,1.7917594692,8.9722100784,2.8903717579,10.488771087,33
265,1436.78528,118,2,22.148189,11116,4649,15,60058,11399.93559,0,0.970640569,0.745996441,1.6094379124,5.4249500175,6.154858094,4.5643481915,0,2.6390573296,5.8230458955,4.5951198501,4.8202815656,0.6931471806,2.0794415417,0,1.3862943611,1.3862943611,0.6931471806,0,4.8441870865,4.248495242,0,1.0986122887,2.9444389792,0,5.1761497326,0,0,2.302585093,4.6539603502,1.7917594692,0.6931471806,6.3421214187,3.5263605246,8.1391486789,33
267,1465.81568,75,0,22.637761,10691,5495,15,71551,10133.27654,0,0.73888541,0.908578585,0,4.4308167988,5.3082676974,3.8066624898,0,1.0986122887,4.9416424226,3.258096538,4.7621739348,0,0.6931471806,0,0.6931471806,0,0,0,4.2341065046,3.6375861597,0,0,2.4849066498,0,4.4188406078,0.6931471806,0,2.0794415417,4.3438054219,2.0794415417,0,5.9506425526,1.0986122887,8.9203890601,33
268,901.4816,141,2,17.363493,65570,26690,15,60058,9236.255714,0,0.18174727,0.772230889,0,3.6635616461,4.8283137373,3.4657359028,0,1.6094379124,4.605170186,3.2188758249,5.0875963352,0,0,0,1.3862943611,0.6931471806,0,1.9459101491,3.8066624898,2.9957322736,0,0,1.3862943611,0,4.127134385,0,0,2.302585093,3.2188758249,1.3862943611,0,6.3403593037,1.3862943611,11.580172814,33
271,1494.99584,125,3,22.031814,10184,4718,11,60058,21738.62373,0,0.964606181,0.672482552,1.9459101491,5.4764635519,6.3902406671,4.9272536852,0,2.302585093,5.9864520053,4.1431347264,5.0875963352,0,2.302585093,0,1.0986122887,1.0986122887,0,0,4.8751973232,5.0434251169,0,0,3.1780538303,0,5.252273428,0,0,2.4849066498,4.9487598904,1.6094379124,1.0986122887,6.4738906964,3.6888794541,7.2011708833,33
272,1192.44416,138,2,24.22036,22817,10859,11,71551,10134.45386,0,0.979166667,0.50297619,1.6094379124,5.0498560072,6.0958245624,4.127134385,0,1.9459101491,5.7807435158,4.8751973232,5.2832037287,0,1.6094379124,0.6931471806,1.0986122887,1.3862943611,1.0986122887,0,4.9767337424,4.3040650932,0,0,2.1972245773,0,4.8978398,0,0.6931471806,3.2188758249,5.1647859739,2.4849066498,1.3862943611,6.5875500148,3.1354942159,8.7824762689,33
273,1002.47232,132,4,22.086314,68752,25051,15,44689,11972.43045,0,0.451451242,0.827521403,1.0986122887,5.0304379214,6.0210233493,4.521788577,0.6931471806,2.4849066498,5.6835797673,4.3944491547,5.5872486584,0,1.3862943611,0,1.9459101491,0.6931471806,0.6931471806,1.3862943611,4.6539603502,3.8501476017,0.6931471806,1.0986122887,3.36729583,0,5.2094861528,1.7917594692,0,2.4849066498,4.3307333403,2.302585093,1.9459101491,6.7274317249,1.7917594692,10.163271568,33
274,1102.79936,156,2,17.334359,39865,17173,15,44689,2747.630052,0,0.681381958,0.863723608,2.0794415417,5.4930614433,6.4661447242,4.7535901911,0.6931471806,2.9444389792,5.9295891434,5.0039463059,4.836281907,1.3862943611,2.7725887222,0.6931471806,2.302585093,0.6931471806,0,1.7917594692,4.7449321284,5.3181199938,0.6931471806,0.6931471806,3.36729583,0,5.3612921657,1.6094379124,0,3.36729583,4.3040650932,2.3978952728,0,6.5176712729,3.295836866,8.7904213069,33
275,1071.0144,206,5,18.122035,29526,13401,15,31908,2747.630052,0,0.776859504,0.789256198,1.3862943611,4.8520302639,5.8493247799,4.1743872699,0,2.5649493575,5.1817835503,4.4188406078,5.0039463059,1.0986122887,1.6094379124,0,1.7917594692,1.0986122887,0,0.6931471806,4.0775374439,4.6151205168,0,0.6931471806,2.5649493575,0,4.5108595065,0,0,2.4849066498,4.0253516907,2.4849066498,0,6.3099182782,2.5649493575,8.2480057016,33
276,599.19104,143,2,13.439158,19467,10879,11,31908,25255.30986,0,0.787586207,0.668965517,2.1972245773,5.2364419628,6.2402758452,5.4680601411,0,2.0794415417,5.9788857649,4.6913478822,4.6347289882,0,1.6094379124,0,2.1972245773,0,0.6931471806,1.7917594692,4.7621739348,4.9628446303,0,0,3.1354942159,0,5.2094861528,0.6931471806,0,3.2188758249,4.6913478822,2.6390573296,0,6.3350542515,3.295836866,9.0673933627,33
277,1253.70688,152,5,27.456487,90751,32188,15,43198,18906.63033,0,0.345360825,0.713917526,1.0986122887,4.8202815656,5.9135030056,5.2626901889,0,2.7080502011,5.9763509093,3.6109179126,4.9558270576,0,1.3862943611,0,1.0986122887,1.0986122887,0,1.7917594692,5.0498560072,3.9512437186,0.6931471806,0,2.4849066498,0,4.8202815656,1.0986122887,0,2.0794415417,4.7791234931,1.3862943611,1.3862943611,7.060476366,2.5649493575,9.2881343994,33
278,1204.46848,125,2,11.292405,11951,5107,15,43198,8965.180041,0,0.51800554,0.711911357,1.7917594692,4.7004803658,5.4424177105,4.7273878187,0,1.7917594692,5.5053315359,3.6375861597,4.5951198501,0,0.6931471806,0.6931471806,1.0986122887,1.3862943611,0,0.6931471806,4.127134385,3.4339872045,0,0,1.6094379124,0,4.4773368145,0,0,1.9459101491,3.8501476017,2.0794415417,1.0986122887,5.910796644,1.9459101491,8.2276427079,33
279,1058.47808,99,1,11.068835,10158,3703,15,31908,8965.180041,0,0.553272451,0.716133942,2.0794415417,5.081404365,5.6970934865,4.8903491282,0,2.0794415417,5.6970934865,3.8066624898,4.7184988713,0,1.6094379124,0.6931471806,2.1972245773,0.6931471806,0,1.6094379124,4.3307333403,4.276666119,1.0986122887,0.6931471806,2.0794415417,0,4.8751973232,0,0,2.6390573296,3.5553480615,2.0794415417,1.0986122887,5.9188938543,2.4849066498,8.2052184264,33
280,1098.52224,101,2,20.895774,17194,7068,11,60058,25017.91602,0,0.684081633,0.729795918,2.302585093,5.1817835503,5.958424693,5.1239639794,0,1.9459101491,5.8971538676,4.248495242,4.4543472963,0,1.6094379124,0,2.4849066498,1.6094379124,1.3862943611,1.7917594692,4.4543472963,4.5432947823,1.6094379124,0.6931471806,2.8332133441,0,5.1119877884,0,0,3.0445224377,3.8286413965,2.3978952728,1.3862943611,6.2878585602,2.8903717579,8.6607739199,33
281,622.02688,137,3,14.858785,13190,6295,15,71551,8201.836971,0,0.898235294,0.594705882,2.1972245773,5.1179938124,5.9989365619,4.3567088267,0.6931471806,2.7725887222,5.669880923,3.9120230054,4.605170186,0,1.0986122887,0,1.7917594692,0.6931471806,0,2.1972245773,4.8040210447,4.6913478822,0.6931471806,0.6931471806,2.302585093,0,4.8828019226,1.0986122887,0,3.4339872045,4.3174881135,2.3978952728,0.6931471806,6.4952655559,3.4011973817,7.135687347,33
282,1073.78752,142,2,21.609521,128402,42169,15,71551,4916.028939,0,0.612006319,0.517851501,0.6931471806,4.2341065046,5.1929568509,3.9702919136,0.6931471806,2.302585093,4.9344739331,3.6635616461,4.9628446303,0.6931471806,1.6094379124,0,0.6931471806,0.6931471806,0,1.3862943611,4.276666119,3.1780538303,0.6931471806,0.6931471806,2.7080502011,0,4.3567088267,0,0,1.9459101491,3.6888794541,2.1972245773,0,6.1820849067,1.3862943611,9.7043046387,33
283,1031.26784,265,23,26.701778,590635,161286,23,71551,9505.996922,1,0.396051451,0.595273706,0,6.3350542515,7.0264268087,4.9126548857,0,3.4011973817,6.1463292577,6.1944053911,7.554858521,0,1.0986122887,0.6931471806,2.7080502011,2.302585093,1.3862943611,2.3978952728,4.7004803658,5.1119877884,1.6094379124,0.6931471806,2.6390573296,0,5.9610053396,1.7917594692,1.3862943611,4.6728288345,5.8636311756,3.7841896339,2.0794415417,8.8401458779,2.8332133441,11.104866997,33
284,1019.46304,217,21,36.931772,451589,128125,23,71551,4472.357452,1,0.346378932,0.260790051,1.9459101491,6.0210233493,6.9196838498,4.6634390941,0,3.5263605246,5.9135030056,6.2576675879,7.3310603052,0,0.6931471806,0.6931471806,2.8332133441,0.6931471806,1.0986122887,2.6390573296,4.2195077052,5.3706380281,1.7917594692,0.6931471806,2.302585093,0,5.3890717298,2.0794415417,1.3862943611,4.4659081187,5.8464387751,3.4965075615,1.7917594692,8.8369551573,2.8332133441,10.851431978,33
285,1110.99584,152,3,22.904004,69095,24781,15,65526,17934.78795,0,0.550535077,0.688466112,0.6931471806,4.7535901911,5.7037824747,5.2832037287,0,2.6390573296,5.7462031905,3.6109179126,4.9558270576,0.6931471806,1.0986122887,0,0.6931471806,1.0986122887,0,1.0986122887,5.0238805208,3.7376696183,0.6931471806,0,2.7725887222,0,4.8675344505,1.6094379124,0,2.1972245773,4.5951198501,1.9459101491,0.6931471806,6.5496507422,2.4849066498,9.2901676718,33
