ID,PARK_AREA_ACRES,CTA_BUS_STATIONS,CTA_TRAIN_STATIONS,BIKE_ROUTES,Limited_Business_License,Retail_Food_Establishment,CAPACITY,PER_CAPITA_INCOME,POPULATION_SQ_MILE,CBD,MINORITY,EDU,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATIO,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,GAMBLING,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,trips,i
163,1333.5872,116,4,24.734683,39253,20221,15,59077,13149.56576,0,0.422750424,0.775042445,2.0794415417,3.9318256327,4.6821312271,4.4188406078,0,1.6094379124,5.1761497326,3.5263605246,4.9052747784,0,0.6931471806,0,0.6931471806,0,0.6931471806,1.0986122887,3.9318256327,2.1972245773,0,0.6931471806,1.3862943611,0,3.4339872045,0,0,1.3862943611,3.1354942159,1.0986122887,0,6.5027900459,1.0986122887,9.0235287499,33
164,1084.13696,303,24,31.635476,638128,172427,23,16148,9505.996922,1,0.396051451,0.595273706,0,5.8377304472,6.6476883736,4.8978398,0.6931471806,3.4965075615,6.154858094,5.7203117766,7.0950643773,0,1.0986122887,0,1.9459101491,2.0794415417,1.6094379124,2.302585093,4.6443908991,4.2341065046,0.6931471806,0,2.6390573296,0,5.7037824747,2.0794415417,1.3862943611,4.0253516907,5.3278761688,3.0910424534,1.7917594692,8.1777966833,1.7917594692,10.597559306,33
165,1262.18176,198,8,21.991456,27866,17396,19,59077,20655.84384,0,0.12196914,0.853783982,1.0986122887,4.7874917428,6.405228458,5.4116460519,0,3.2188758249,5.8406416574,4.9836066217,5.7037824747,0,0,0,2.7725887222,1.3862943611,0,3.4011973817,4.4188406078,4.2046926194,0.6931471806,0,2.302585093,1.0986122887,4.3307333403,1.0986122887,0.6931471806,4.1588830834,5.0875963352,2.3978952728,1.0986122887,6.997595983,2.7080502011,9.8675494457,33
166,1257.14432,124,3,25.674577,45101,23314,15,88669,13149.56576,0,0.221039705,0.677445763,1.6094379124,4.0943445622,5.3798973535,4.9698132996,0,1.6094379124,5.2257466737,3.7612001157,5.313205979,0,0.6931471806,0,0,0.6931471806,0.6931471806,0,4.2195077052,1.9459101491,0,0,1.9459101491,0,4.248495242,0.6931471806,0.6931471806,0.6931471806,4.0073331852,1.9459101491,0,6.7867169506,0.6931471806,9.3815167177,33
167,577.97952,128,4,4.620022,4097,2354,11,44689,2278.703634,0,0.914250463,0.556446638,2.3978952728,4.7706846245,5.7776523232,4.2341065046,0,1.7917594692,5.5568280617,3.0445224377,4.3567088267,0,0,0,1.3862943611,0.6931471806,0.6931471806,0.6931471806,4.6151205168,4.4426512565,0.6931471806,0.6931471806,2.3978952728,0,4.7095302013,0,0,3.0910424534,3.7135720667,2.1972245773,0,5.6767538023,3.0445224377,6.8596149037,33
168,973.46112,139,9,20.33479,124339,38565,19,44689,11972.43045,0,0.476043753,0.845324295,0,5.1817835503,6.1312264895,4.605170186,0,2.7080502011,5.5568280617,5.4071717715,6.210600077,0,0.6931471806,0,2.5649493575,0.6931471806,0.6931471806,1.0986122887,4.4886363697,4.3307333403,0.6931471806,0.6931471806,3.0910424534,0.6931471806,5.2311086169,1.7917594692,0,3.5263605246,4.6347289882,3.2188758249,2.3978952728,7.0639039615,1.9459101491,9.9802170854,33
169,997.32224,210,21,27.084781,471017,129633,15,44689,4916.028939,1,0.413592233,0.536569579,1.0986122887,5.2983173665,5.8348107371,3.9512437186,0,2.3978952728,5.3981627015,5.5683445038,6.1800166537,0,0.6931471806,0.6931471806,1.9459101491,2.3978952728,1.0986122887,0,4.4308167988,4.5849674787,0.6931471806,0,2.5649493575,0,5.3565862747,1.0986122887,0,3.5263605246,4.6821312271,1.9459101491,1.6094379124,7.5611215895,2.3978952728,9.2454178986,33
170,1050.06976,136,5,15.754735,67934,25158,15,44689,2278.703634,0,0.884430177,0.63964687,1.3862943611,4.2195077052,5.4071717715,4.1108738642,0,2.4849066498,5.0304379214,4.7273878187,4.2195077052,0,0.6931471806,0,1.3862943611,0,0,0.6931471806,4.4188406078,3.5263605246,0,0,2.3978952728,0,4.6539603502,0,0,1.9459101491,3.7135720667,2.302585093,0,6.4264884575,1.3862943611,8.8221747609,33
171,1136.94784,136,2,25.686153,35729,16196,11,44689,26980.9698,0,0.922839506,0.611625514,2.1972245773,4.6821312271,5.5872486584,4.5325994932,0.6931471806,2.6390573296,5.6489742382,3.3322045102,4.2195077052,0,1.9459101491,0.6931471806,1.0986122887,0,0,1.6094379124,4.6728288345,4.4308167988,0,0,2.8903717579,0,4.6539603502,1.6094379124,0,2.9957322736,3.5835189385,1.0986122887,1.3862943611,5.8749307309,2.5649493575,7.9926066524,33
173,1085.30368,239,9,23.804433,312696,94094,15,44689,62463.6103,1,0.245367412,0.880511182,1.3862943611,5.4847969335,6.6398758338,4.7184988713,1.0986122887,4.1108738642,5.843544417,5.5174528965,7.3607399031,0,0.6931471806,0,2.6390573296,1.9459101491,1.0986122887,1.6094379124,4.8202815656,4.2904594411,0.6931471806,0,3.0445224377,0,5.6058020663,4.9487598904,0.6931471806,3.8066624898,4.9344739331,3.1354942159,1.3862943611,8.5444191777,2.6390573296,10.609921077,33
174,1071.14688,246,23,29.476543,582039,157146,23,44689,21308.77133,1,0.267616785,0.885193983,0.6931471806,5.1590552992,5.9889614169,4.4886363697,0.6931471806,2.9957322736,5.9610053396,5.3082676974,6.5337888379,0,0,0,1.7917594692,1.0986122887,0.6931471806,1.0986122887,4.4886363697,4.3820266347,0,0,2.5649493575,0,5.3082676974,1.7917594692,0.6931471806,3.7841896339,4.8903491282,1.9459101491,1.9459101491,7.7740150773,1.6094379124,11.490178708,33
175,976.4608,226,20,21.803731,408270,113409,19,16444,36691.00331,1,0.355611151,0.774839171,0.6931471806,5.3798973535,6.1923624895,4.3307333403,0,3.0910424534,5.6312117818,5.2832037287,6.4937538399,0,1.0986122887,1.0986122887,2.0794415417,1.0986122887,1.3862943611,1.9459101491,4.5951198501,4.521788577,0,0,2.8903717579,0,5.1239639794,1.6094379124,0.6931471806,3.7612001157,5.0369526024,3.1354942159,1.3862943611,7.8414929245,2.302585093,10.114599008,33
176,986.2912,243,6,22.410542,217741,66969,19,16444,65451.11989,1,0.223376623,0.885714286,1.6094379124,5.5568280617,6.6833609458,5.0304379214,1.0986122887,3.6375861597,5.9454206086,5.081404365,6.7730803757,0,1.0986122887,0,3.0445224377,1.3862943611,1.0986122887,3.4011973817,5.0498560072,5.1119877884,0,0.6931471806,1.7917594692,0.6931471806,5.3033049081,2.0794415417,0,3.4965075615,5.2417470151,2.7080502011,1.6094379124,7.7389237574,2.4849066498,11.018219223,33
177,992.41472,79,0,22.768002,33298,20719,15,16444,8213.554262,0,0.197654941,0.813232831,0,1.0986122887,3.4339872045,2.1972245773,0,0,4.248495242,1.7917594692,3.295836866,0,0,0,0.6931471806,0,0.6931471806,1.0986122887,3.0445224377,1.3862943611,0,0,0,0,2.302585093,0,0,1.0986122887,1.7917594692,0.6931471806,0,5.7651911028,0.6931471806,11.687265252,33
178,999.37472,140,4,24.271955,84120,31491,15,44689,12479.04041,0,0.435389988,0.713232441,1.0986122887,5.1119877884,6.1923624895,4.8903491282,0.6931471806,2.7725887222,5.7493929859,4.4886363697,5.5721540322,0.6931471806,1.3862943611,0,2.302585093,0.6931471806,0.6931471806,1.7917594692,4.7535901911,4.1108738642,0.6931471806,1.0986122887,3.3322045102,0,5.1239639794,1.9459101491,0,2.5649493575,5.0172798368,2.8332133441,1.9459101491,6.924612396,2.3978952728,9.1375546023,33
179,1433.4016,171,5,22.373101,11977,5055,15,44689,20240.87328,0,0.970027248,0.68119891,0,5.6454468976,6.5279579176,4.7273878187,0,3.2188758249,5.9215784196,4.6249728133,4.9416424226,1.0986122887,2.1972245773,0,1.9459101491,1.3862943611,0.6931471806,0,5.0498560072,4.8598124044,0,0,3.0910424534,0,5.3565862747,0.6931471806,0,3.1354942159,5.0369526024,2.3978952728,1.0986122887,6.56526497,3.8066624898,7.2744795588,33
181,1109.45344,335,21,26.23325,577764,159670,31,44689,21638.37464,1,0.373019466,0.815753735,1.6094379124,5.9558373695,7.3105501585,5.3230099791,1.0986122887,4.2904594411,6.4831073515,6.0354814325,7.375255778,0,1.0986122887,0,3.0445224377,1.6094379124,1.3862943611,3.8712010109,5.2470240722,5.170483995,1.6094379124,0,2.6390573296,0.6931471806,5.6167710977,3.2188758249,1.3862943611,4.3438054219,5.8916442118,3.5263605246,1.7917594692,8.5550668438,2.7725887222,10.89445895,33
183,981.46176,184,2,11.753816,32780,13688,15,44689,25577.81676,0,0.278210117,0.778210117,0.6931471806,4.5849674787,5.5333894887,5.8607862235,0,2.0794415417,5.8141305318,4.1588830834,5.170483995,0,0.6931471806,0,1.6094379124,1.3862943611,0,1.7917594692,5.1179938124,3.295836866,0,0,2.5649493575,0,4.5538768916,1.3862943611,0,1.7917594692,4.7535901911,2.1972245773,1.3862943611,7.092573716,0.6931471806,9.9209836002,33
184,1367.77792,157,3,10.725243,10185,5023,19,59077,12054.98154,0,0.567876678,0.307807061,0,5.0562458053,6.0567840132,3.6635616461,0,1.9459101491,5.1590552992,4.3438054219,5.7683209958,0.6931471806,1.7917594692,0,2.0794415417,1.0986122887,1.3862943611,0.6931471806,4.2195077052,5.1357984371,1.3862943611,0,2.302585093,0,5.081404365,0.6931471806,0,2.8332133441,5.0498560072,2.3978952728,0,6.1441856341,3.0910424534,8.6395877996,33
185,713.93024,163,3,15.843048,27061,14150,11,88669,22046.96989,0,0.699555556,0.700444444,1.6094379124,5.0434251169,5.9454206086,5.365976015,0,2.6390573296,5.8493247799,4.4067192473,5.1119877884,0,1.6094379124,0,1.7917594692,1.0986122887,0,1.7917594692,4.8202815656,4.1743872699,0.6931471806,0,2.9957322736,0,4.7874917428,0,0,2.7080502011,4.4659081187,2.4849066498,0.6931471806,6.8658910749,2.9444389792,8.7454436801,33
186,1201.93152,142,6,24.270168,123183,38619,15,88669,23628.99912,0,0.427852349,0.795302013,1.0986122887,4.5108595065,5.4205349993,5.0172798368,0,2.1972245773,5.9162020626,3.3322045102,4.9487598904,0,1.3862943611,0,0,0.6931471806,0,0.6931471806,4.9487598904,3.1354942159,0,0,1.7917594692,0,4.3694478525,0.6931471806,0,2.1972245773,4.1743872699,0.6931471806,1.6094379124,6.9650803456,2.4849066498,9.7841971313,33
188,1179.64352,105,4,27.678801,51002,26730,15,88669,22515.52546,0,0.169781931,0.761682243,0,4.0604430105,5.4553211154,4.9972122738,0,1.6094379124,5.4026773819,3.9889840466,5.170483995,0,1.3862943611,0,0,1.0986122887,0.6931471806,1.7917594692,4.2904594411,2.302585093,0,0,1.7917594692,0,4.2341065046,0.6931471806,0,1.6094379124,3.8712010109,2.0794415417,0,7.0561752841,0,9.5784496935,33
190,1309.51936,104,5,23.655924,40311,21902,15,88669,24848.06391,0,0.169781931,0.761682243,1.9459101491,4.0430512678,5.1532915945,5.2832037287,0,1.6094379124,5.3798973535,4.0073331852,5.1929568509,0,0.6931471806,0,0,1.0986122887,0.6931471806,0.6931471806,4.3694478525,2.7725887222,0,0,2.0794415417,0,4.521788577,1.0986122887,0,1.0986122887,4.0253516907,2.3978952728,0.6931471806,6.6592939197,0,9.9991158635,33
191,1070.69376,247,23,29.857276,585227,158894,23,88669,28612.09482,1,0.526369688,0.810035842,0.6931471806,5.4510384536,6.0591231956,4.3694478525,0.6931471806,2.7080502011,5.9215784196,5.2983173665,6.5944134597,0,0,0.6931471806,1.9459101491,2.3978952728,1.6094379124,0.6931471806,4.5108595065,4.5951198501,0,0,2.7080502011,0,5.7037824747,1.3862943611,0,3.8286413965,4.9628446303,2.1972245773,2.1972245773,7.79893331,1.6094379124,10.764054136,33
192,1056.37248,238,22,30.998298,592542,161240,39,71551,28612.09482,1,0.304458599,0.833121019,0.6931471806,5.4116460519,6.0185932145,4.0775374439,0.6931471806,2.7725887222,5.7037824747,5.4930614433,6.4134589572,0,0.6931471806,0.6931471806,1.9459101491,2.4849066498,1.3862943611,0.6931471806,4.4067192473,4.6821312271,0.6931471806,0,2.7080502011,0,5.6204008657,1.3862943611,0,3.7376696183,4.8675344505,2.302585093,2.0794415417,7.6713609232,2.4849066498,11.507058287,33
193,1151.53024,157,4,15.405396,22730,11726,15,16148,5004.852087,0,1,0.552699229,1.0986122887,5.081404365,6.1246833909,4.248495242,0,2.7725887222,5.5254529391,5.2203558251,5.2040066871,0,1.3862943611,0.6931471806,1.6094379124,0.6931471806,0.6931471806,0.6931471806,5.0238805208,3.4339872045,0,0,2.8903717579,0,4.8751973232,0,0.6931471806,2.3978952728,4.8202815656,1.9459101491,0.6931471806,6.2897155709,3.2188758249,7.4489161025,33
194,1063.66912,315,21,43.513236,614597,173573,11,71551,30885.64541,1,0.460526316,0.820175439,1.7917594692,6.3332796281,7.3852309231,5.1298987149,0,4.0073331852,6.3885614055,6.3969296552,7.8268420982,0.6931471806,1.3862943611,0,3.2188758249,2.3978952728,1.6094379124,3.1354942159,5.0106352941,5.2470240722,1.6094379124,1.0986122887,2.7725887222,0.6931471806,5.9964520886,4.3567088267,1.0986122887,4.8675344505,6.0684255882,3.7376696183,1.7917594692,9.224144653,2.9444389792,10.433056419,33
195,1008.93184,218,19,33.439752,407034,116565,31,71551,30885.64541,1,0.394447658,0.812608444,1.7917594692,4.9767337424,6.1092475828,4.5325994932,0,3.1780538303,5.5645204073,5.170483995,6.5410299992,0.6931471806,0.6931471806,0,2.1972245773,1.0986122887,0.6931471806,1.9459101491,4.262679877,4.0253516907,0.6931471806,0.6931471806,2.0794415417,0,5.0937502008,3.8501476017,0,3.8286413965,4.836281907,2.5649493575,1.6094379124,7.9858246664,1.9459101491,11.247995913,33
196,1074.47552,260,17,37.849993,466147,135608,19,71551,8875.280423,1,0.332256907,0.872981701,1.3862943611,5.6131281064,6.935370446,4.7874917428,0,4.2046926194,6.1224928095,5.7807435158,7.322510434,0.6931471806,0.6931471806,0,2.7725887222,1.9459101491,1.3862943611,2.5649493575,5.062595033,4.9487598904,1.0986122887,0.6931471806,3.0910424534,0.6931471806,5.6937321388,5.1532915945,0.6931471806,4.3040650932,5.4971682253,3.258096538,1.9459101491,8.6664748941,2.8903717579,10.355008932,33
197,1035.60512,253,20,37.142665,499736,140277,19,71551,30885.64541,1,0.321131448,0.797004992,1.7917594692,6.3368257311,7.1467721795,4.8751973232,0,3.4965075615,6.1312264895,6.4536249989,7.6133249795,0.6931471806,1.0986122887,0,2.9957322736,1.6094379124,1.0986122887,2.7080502011,4.3307333403,5.2040066871,1.7917594692,1.0986122887,2.9444389792,0,5.8260001074,3.1354942159,1.3862943611,4.7535901911,6.0088131854,3.8286413965,2.0794415417,9.0633473482,2.7725887222,10.394916267,33
198,1103.47584,186,15,27.088839,391641,106871,19,71551,19379.20097,0,0.256169793,0.901283317,0.6931471806,4.9558270576,5.8805329864,4.7361984484,0,2.8903717579,5.9427993751,4.4659081187,6.0402547113,0,0,0,1.6094379124,0.6931471806,0.6931471806,1.6094379124,4.7095302013,3.4965075615,0,0,1.3862943611,0,5.0172798368,1.7917594692,0,2.5649493575,4.521788577,2.0794415417,1.0986122887,7.5098830612,1.6094379124,10.503010631,33
199,1104.09856,309,18,41.001224,501739,145431,15,71551,38417.38134,1,0.218216319,0.87602783,2.1972245773,6.1290502101,7.4336665402,5.170483995,0.6931471806,4.4308167988,6.385194399,6.3099182782,7.6861623035,0.6931471806,1.0986122887,0,3.2188758249,1.7917594692,1.6094379124,3.4011973817,5.257495372,5.3471075307,1.3862943611,0.6931471806,2.8903717579,0.6931471806,5.7868973814,5.062595033,0.6931471806,4.6151205168,5.9401712527,3.6635616461,1.9459101491,8.9659731842,3.0910424534,11.063053821,33
200,1486.0704,169,5,14.033566,6383,3588,11,71551,21723.51857,0,0.990629183,0.643908969,1.0986122887,5.5529595849,6.6106960447,5.2832037287,0,2.8903717579,6.0844994131,4.2904594411,5.2933048247,1.0986122887,1.9459101491,0,2.1972245773,0,1.3862943611,1.3862943611,5.252273428,5.7807435158,0,0.6931471806,3.36729583,0,5.6058020663,2.9444389792,0,3.4339872045,5.342334252,2.0794415417,1.6094379124,6.6385677892,3.9702919136,7.0379059634,33
201,1414.21504,184,6,13.203716,7170,3107,15,71551,13094.70909,0,0.983162518,0.634699854,0.6931471806,5.6489742382,6.6200732065,4.5432947823,0,3.0910424534,5.9610053396,4.3040650932,4.9836066217,0.6931471806,2.1972245773,0,2.3978952728,0.6931471806,1.0986122887,1.0986122887,4.9904325868,4.9416424226,0,0,3.295836866,0,5.4161004022,0.6931471806,0,3.2188758249,4.9698132996,2.5649493575,1.0986122887,6.4815771293,4.0604430105,6.7428806358,33
202,1143.06624,131,2,17.638704,63033,24145,15,71551,10804.83525,0,0.668639053,0.75147929,1.7917594692,4.2341065046,5.1179938124,4.5108595065,0.6931471806,2.5649493575,5.3565862747,3.5553480615,4.521788577,0,1.6094379124,0,1.0986122887,0,0,1.3862943611,4.6539603502,3.6109179126,0,0,3.0445224377,0,4.3694478525,0,0,2.3978952728,3.4965075615,1.6094379124,1.0986122887,5.8998973536,2.1972245773,8.9818073234,33
203,662.84288,166,4,19.673433,15688,7844,15,71551,21807.21034,0,0.917329094,0.574986751,2.0794415417,5.2678581591,6.0661080901,4.5849674787,0,2.4849066498,5.6629604801,3.9889840466,4.5849674787,0,1.0986122887,0,1.3862943611,0.6931471806,0.6931471806,2.0794415417,4.8828019226,4.7874917428,0,0,2.6390573296,0,4.7449321284,1.3862943611,0,3.4965075615,4.3694478525,2.3978952728,0,6.4707995038,3.4657359028,7.970049305,33
204,1575.33632,170,4,17.522263,6457,5123,15,71551,2773.416795,0,0.995215311,0.579545455,0.6931471806,5.8464387751,7.0535857272,5.8051349689,0,2.6390573296,6.3007857947,4.8040210447,4.9416424226,2.0794415417,2.3978952728,0,2.5649493575,0.6931471806,0,1.6094379124,4.9272536852,5.560681631,0,1.3862943611,3.4965075615,0,5.6489742382,1.9459101491,0,3.6635616461,5.3565862747,2.6390573296,0,6.5220927982,4.189654742,8.2358907259,33
205,936.25088,155,4,12.869659,14180,8029,15,43198,35172.75648,0,0.888071895,0.611111111,2.4849066498,5.0434251169,6.0661080901,4.4188406078,0,2.0794415417,5.81711116,3.9120230054,4.5432947823,0,1.3862943611,0,1.7917594692,1.0986122887,0.6931471806,2.1972245773,4.6913478822,4.8202815656,0,0,2.7725887222,0,4.7874917428,0,0,3.6109179126,3.8501476017,2.8332133441,0.6931471806,6.1420374056,3.7376696183,9.198166571,33
206,1188.81344,105,2,24.849802,28457,13359,15,43198,7291.368959,0,0.84,0.679591837,0,3.7612001157,4.7273878187,3.7376696183,0,1.3862943611,4.9199809258,3.258096538,3.5835189385,0,0,0,0.6931471806,0,0.6931471806,1.0986122887,3.9120230054,3.2188758249,0,0,1.6094379124,0,3.6109179126,1.0986122887,0,1.7917594692,3.7376696183,2.1972245773,0,5.3936275464,2.0794415417,8.8701010488,33
207,1121.85856,118,2,22.961163,26375,12049,15,44689,30819.80854,0,0.749677419,0.709677419,1.6094379124,4.7184988713,5.4071717715,4.4426512565,0,1.6094379124,5.4249500175,4.0604430105,4.3307333403,0,0,0,2.1972245773,1.3862943611,0.6931471806,1.3862943611,4.0943445622,4.0943445622,1.3862943611,0,2.5649493575,0,4.4543472963,1.3862943611,0,2.302585093,4.0775374439,2.4849066498,1.0986122887,6.1441856341,2.5649493575,8.6269440554,33
208,952.9376,130,4,19.540606,16167,8654,15,88669,27402.8216,0,0.891304348,0.613751264,2.4849066498,5.2040066871,6.0867747269,4.4886363697,0,2.1972245773,5.8944028343,4.0073331852,4.5643481915,0,1.3862943611,0,1.6094379124,1.0986122887,0.6931471806,2.3978952728,4.6913478822,4.9558270576,0,0.6931471806,2.7080502011,0,4.8751973232,0,0,3.6888794541,3.8066624898,2.6390573296,0.6931471806,6.1377270541,3.7135720667,7.7288558239,33
209,1093.584,124,3,14.584058,31529,15003,11,44689,16445.76278,0,0.93924783,0.731436837,1.3862943611,4.1431347264,5.0562458053,4.0604430105,0,1.9459101491,5.0172798368,4.2341065046,4.0430512678,0,0,0,1.0986122887,0,0.6931471806,1.3862943611,4.276666119,3.8712010109,0,0,2.0794415417,0,3.5835189385,1.3862943611,0,1.6094379124,4.4773368145,1.9459101491,0,5.6903594543,0.6931471806,8.1238542631,33
210,999.8528,163,3,15.234105,52028,20853,19,60058,23006.8992,0,0.246212121,0.801136364,2.0794415417,4.9487598904,6.0282785202,5.7333412769,0,2.302585093,6.0497334552,4.127134385,5.5568280617,0,1.3862943611,0,1.0986122887,0,0,2.6390573296,5.2311086169,3.8918202981,0,0.6931471806,2.6390573296,0,4.6821312271,0,0,2.4849066498,5.1239639794,2.4849066498,0.6931471806,7.3258075026,2.6390573296,10.518348815,33
211,1096.55488,260,12,37.233155,398868,118076,19,71551,21107.11084,1,0.264555669,0.928498468,1.6094379124,5.7493929859,6.949856455,4.9628446303,1.0986122887,4.3040650932,6.0799331951,5.8607862235,7.4910875935,0,0.6931471806,0,2.8903717579,2.0794415417,1.0986122887,2.8332133441,4.9972122738,4.8441870865,1.0986122887,0,3.2188758249,0.6931471806,5.7333412769,5.0875963352,0.6931471806,4.2046926194,5.3890717298,3.4011973817,1.7917594692,8.7183365025,2.8903717579,10.88288453,33
212,1109.5168,335,22,27.536385,578617,156998,31,71551,23834.97256,1,0.134153158,0.894913359,1.3862943611,5.7745515455,7.135687347,5.2257466737,0.6931471806,4.1588830834,6.3456363608,5.7620513828,7.1268908089,0,0.6931471806,0,2.7725887222,1.3862943611,1.0986122887,3.7612001157,5.1984970313,4.8828019226,1.6094379124,0,2.302585093,0.6931471806,5.5012582105,2.8332133441,1.3862943611,4.0073331852,5.6559918108,3.258096538,1.7917594692,8.363109176,2.7725887222,10.749677657,33
213,935.40416,162,3,13.866057,29007,14392,15,71551,29333.00566,0,0.329057446,0.790295594,1.0986122887,5.1532915945,6.3080984415,5.6347896032,0,3.3322045102,6.1841488909,4.6443908991,5.3518581335,0,0,0,2.1972245773,0.6931471806,1.3862943611,1.0986122887,5.2470240722,4.1108738642,0.6931471806,0,2.6390573296,0,4.7361984484,0.6931471806,0,2.7725887222,5.2417470151,3.0445224377,1.0986122887,7.6255950721,2.3978952728,9.6401728365,33
214,866.96128,170,2,18.854712,46692,17317,15,59077,17934.78795,0,0.550535077,0.688466112,1.0986122887,4.4998096703,5.1590552992,5.2470240722,0,1.6094379124,5.5451774445,3.4011973817,4.836281907,0,0.6931471806,0,0.6931471806,0.6931471806,0,1.0986122887,4.9126548857,2.8903717579,0,0.6931471806,2.302585093,0,4.4188406078,1.7917594692,0,1.0986122887,4.4886363697,2.0794415417,1.3862943611,6.7117403951,1.3862943611,9.6384797971,33
215,904.09024,192,5,23.972459,55137,19302,15,23791,5400.545789,0,0.848635236,0.749379653,1.6094379124,5.4722706737,6.2363695902,4.5643481915,0,2.8903717579,5.926926026,4.276666119,4.7273878187,1.0986122887,1.3862943611,0,0.6931471806,0,0.6931471806,1.0986122887,4.9344739331,4.6347289882,0,0.6931471806,2.7725887222,0,5.0106352941,0,0,3.258096538,4.9972122738,1.9459101491,0.6931471806,6.5861716549,3.1780538303,8.8357923665,33
216,685.30304,154,0,18.635205,16382,8119,15,23791,3047.949191,0,0.802840434,0.660818713,1.6094379124,5.313205979,6.4583382833,5.2933048247,0,2.6390573296,5.9889614169,4.7095302013,4.6347289882,0,1.6094379124,0,2.3978952728,0,0,1.7917594692,4.8978398,5.0172798368,0,0,3.3322045102,0,5.2983173665,1.0986122887,0,3.36729583,4.6913478822,2.6390573296,1.6094379124,6.3332796281,3.36729583,8.9067998836,33
217,1260.096,155,7,28.083428,228391,65621,15,23791,5465.452466,0,0.293948127,0.882564841,0,4.521788577,5.4249500175,4.8520302639,0,2.3978952728,5.843544417,3.295836866,5.3181199938,0,1.0986122887,0,1.7917594692,0.6931471806,0.6931471806,1.3862943611,4.9199809258,2.9444389792,0,0,1.9459101491,0,4.3040650932,0.6931471806,0,1.9459101491,4.2341065046,1.7917594692,1.3862943611,7.204149292,2.0794415417,10.001657276,33
218,977.37792,155,4,17.257925,77849,30074,11,23791,16445.76278,0,0.936788875,0.757269279,0,4.6151205168,5.579729826,4.3820266347,0,2.3978952728,5.1873858058,4.4659081187,4.8903491282,0.6931471806,0.6931471806,0,2.3978952728,0.6931471806,0,1.3862943611,4.4308167988,4.1743872699,0.6931471806,0,2.8903717579,0,4.0943445622,0.6931471806,0,2.5649493575,4.9628446303,2.5649493575,1.0986122887,6.5439118456,1.9459101491,8.0897891758,33
219,1011.05152,170,2,19.190553,35799,17579,11,23791,19651.17929,0,0.218796992,0.792481203,0.6931471806,4.5747109785,5.9661467391,5.5134287462,0,2.7725887222,5.9053618481,4.2046926194,5.3278761688,0,0,0,1.7917594692,0,1.0986122887,1.3862943611,5.0172798368,3.4339872045,0,0,2.0794415417,0,4.4426512565,0,0,2.5649493575,4.8675344505,2.0794415417,0.6931471806,7.3472997007,2.0794415417,10.020203352,33
220,1085.46624,162,4,26.688522,43111,28141,19,23791,50153.44105,0,0.172774869,0.767888307,0.6931471806,4.6347289882,5.8230458955,4.9972122738,0,3.1780538303,5.9454206086,4.5643481915,6.0913098821,0,0,0,0,0,0,2.3978952728,4.8202815656,3.4011973817,0.6931471806,0,1.6094379124,0,4.7874917428,0,0.6931471806,2.5649493575,4.3694478525,2.5649493575,0.6931471806,7.4271441334,1.3862943611,10.471241564,33
222,667.14944,156,2,14.852126,23004,12447,19,23791,22046.96989,0,0.699555556,0.700444444,1.6094379124,5.0304379214,6.0185932145,5.1984970313,0,2.4849066498,5.8636311756,4.3567088267,5.1239639794,0,1.6094379124,0,1.7917594692,1.0986122887,1.3862943611,2.1972245773,4.9487598904,4.1588830834,0.6931471806,0,2.9957322736,0,4.7361984484,0,0,2.8332133441,4.4998096703,2.0794415417,1.0986122887,6.90475077,2.9957322736,8.9381378704,33
223,1009.89632,120,3,26.504806,51294,27234,15,43198,35464.22758,0,0.125553097,0.794247788,2.1972245773,3.5553480615,4.6913478822,4.7957905456,0,2.4849066498,5.2311086169,4.1431347264,4.8978398,0,0,0,0,1.0986122887,0.6931471806,2.7080502011,3.8066624898,3.9318256327,0,0,1.0986122887,0,3.8066624898,0,0,1.7917594692,3.6888794541,2.1972245773,0,6.5496507422,1.6094379124,9.9952003605,33
224,1036.49216,139,4,21.036888,59784,29930,19,43198,13386.33965,0,0.137026239,0.755102041,1.0986122887,4.7184988713,5.4930614433,4.9272536852,0,2.3978952728,5.5834963088,4.189654742,5.5721540322,0,0,0,0,0.6931471806,0.6931471806,2.0794415417,4.3174881135,3.1780538303,0,0,2.6390573296,0,4.3944491547,0,0,2.6390573296,4.5108595065,2.8332133441,0.6931471806,7.3395376954,2.0794415417,9.8281711582,33
