time,open,high,low,close,volume
2022-10-26 07:00:00,381.86,382.73,381.54,382.55,164351
2022-10-26 06:00:00,382.9,382.96,381.8,381.81,49532
2022-10-26 05:00:00,382.15,383.22,381.86,383.13,119119
2022-10-25 20:00:00,381.17,381.32,380.63,381.15,182327
2022-10-25 19:00:00,381.9,382.0,381.15,381.16,346226
2022-10-25 18:00:00,383.27,384.92,381.75,381.81,466792
2022-10-25 17:00:00,384.84,385.05,382.37,383.19,5813623
2022-10-25 16:00:00,383.55,385.25,378.67,384.87,17298452
2022-10-25 15:00:00,382.97,384.46,382.89,383.55,7322403
2022-10-25 14:00:00,383.08,383.58,378.67,382.97,7705550
2022-10-25 13:00:00,383.5,384.21,382.95,383.08,6666687
2022-10-25 12:00:00,382.23,383.89,378.67,383.49,7646339
2022-10-25 11:00:00,382.4,382.99,381.29,382.22,12126730
2022-10-25 10:00:00,377.82,382.6,377.8,382.37,10181907
2022-10-25 09:00:00,377.88,379.6,376.97,377.8,780803
2022-10-25 08:00:00,377.83,378.42,377.49,377.54,273692
2022-10-25 07:00:00,377.3,377.85,376.92,377.76,40458
2022-10-25 06:00:00,378.08,378.09,376.96,377.38,56336
2022-10-25 05:00:00,378.0,379.25,378.0,378.11,78199
2022-10-24 20:00:00,379.23,379.44,378.71,378.86,117350
2022-10-24 19:00:00,378.47,379.24,378.3,379.24,162797
2022-10-24 18:00:00,378.37,378.75,378.35,378.47,2372381
2022-10-24 17:00:00,378.82,378.89,378.21,378.4,6946398
2022-10-24 16:00:00,379.35,380.06,378.13,378.84,16808499
2022-10-24 15:00:00,377.17,379.5,377.05,379.34,7883551
2022-10-24 14:00:00,377.7,377.82,376.61,377.16,5815167
2022-10-24 13:00:00,378.09,378.68,377.44,377.69,6250675
2022-10-24 12:00:00,376.62,378.2,375.46,378.08,8584773
2022-10-24 11:00:00,377.69,377.71,373.11,376.62,14108110
2022-10-24 10:00:00,377.15,378.76,375.09,377.68,12111970
2022-10-24 09:00:00,375.94,378.08,371.69,377.15,1011846
2022-10-24 08:00:00,375.99,378.11,375.26,377.11,727973
2022-10-24 07:00:00,374.51,376.01,374.02,376.0,180850
2022-10-24 06:00:00,372.86,374.69,372.2,374.61,105202
2022-10-24 05:00:00,373.95,374.45,371.63,372.85,205962
2022-10-21 20:00:00,375.48,375.6,375.28,375.45,91593
2022-10-21 19:00:00,375.19,375.6,375.11,375.5,57943
2022-10-21 18:00:00,375.0,375.4,374.29,375.16,1978895
2022-10-21 17:00:00,374.24,375.15,374.1,375.02,11115049
2022-10-21 16:00:00,372.9,374.8,372.73,374.28,22057762
2022-10-21 15:00:00,372.62,373.36,372.04,372.9,12436528
2022-10-21 14:00:00,371.32,372.66,370.71,372.6,9228781
2022-10-21 13:00:00,370.03,371.92,369.24,371.29,14068704
2022-10-21 12:00:00,366.79,370.04,365.79,370.03,10910973
2022-10-21 11:00:00,369.11,370.63,366.28,366.78,26663208
2022-10-21 10:00:00,363.59,369.12,363.42,369.08,16630075
2022-10-21 09:00:00,363.66,365.67,362.2,363.59,1546145
2022-10-21 08:00:00,363.91,364.49,363.3,363.35,473716
2022-10-21 07:00:00,363.63,364.1,363.12,363.92,61714
2022-10-21 06:00:00,363.36,363.79,362.75,363.69,100170
2022-10-21 05:00:00,364.0,364.22,363.07,363.18,49134
2022-10-20 20:00:00,364.25,364.35,363.63,364.13,106803
2022-10-20 19:00:00,365.64,365.68,364.05,364.25,172896
2022-10-20 18:00:00,365.53,365.8,365.49,365.59,119086
2022-10-20 17:00:00,365.45,366.26,365.25,365.6,5825060
2022-10-20 16:00:00,365.6,371.26,364.61,365.43,16783949
2022-10-20 15:00:00,366.09,366.23,364.66,365.61,10672504
2022-10-20 14:00:00,367.92,368.05,365.38,366.11,12260229
2022-10-20 13:00:00,370.25,370.38,367.19,367.94,10357055
2022-10-20 12:00:00,371.97,372.16,369.85,370.22,8295740
2022-10-20 11:00:00,369.11,372.67,368.98,371.96,11603854
2022-10-20 10:00:00,367.53,369.82,367.0,369.1,8045875
2022-10-20 09:00:00,369.76,370.89,366.18,367.53,1857734
2022-10-20 08:00:00,369.54,370.45,368.77,369.44,395987
2022-10-20 07:00:00,367.55,370.07,367.27,369.54,203663
2022-10-20 06:00:00,366.71,367.99,366.7,367.59,83678
2022-10-20 05:00:00,367.49,367.49,366.13,366.7,39276
2022-10-19 20:00:00,367.67,367.7,367.0,367.49,128296
2022-10-19 19:00:00,368.58,368.84,367.5,367.66,129943
2022-10-19 18:00:00,368.82,368.91,368.45,368.57,290398
2022-10-19 17:00:00,368.56,369.92,367.91,368.93,6714665
2022-10-19 16:00:00,367.19,368.73,366.91,368.56,15805132
2022-10-19 15:00:00,366.93,368.47,366.58,367.19,8002037
2022-10-19 14:00:00,367.23,367.48,365.55,366.93,9737213
2022-10-19 13:00:00,369.73,369.82,366.86,367.25,8306648
2022-10-19 12:00:00,369.68,370.74,368.67,369.73,7769248
2022-10-19 11:00:00,368.58,371.85,368.23,369.68,10110050
2022-10-19 10:00:00,368.84,370.94,367.85,368.59,8941180
2022-10-19 09:00:00,371.48,373.9,367.99,368.89,1241132
2022-10-19 08:00:00,371.24,371.67,368.99,369.93,817058
2022-10-19 07:00:00,373.0,373.07,370.64,370.94,130739
2022-10-19 06:00:00,370.83,372.99,370.77,372.94,42574
2022-10-19 05:00:00,371.79,372.93,370.0,370.93,77871
2022-10-18 20:00:00,373.75,375.02,373.71,374.1,191840
2022-10-18 19:00:00,373.76,373.8,372.94,373.7,121486
2022-10-18 18:00:00,373.67,374.0,371.13,373.79,231133
2022-10-18 17:00:00,371.14,373.92,370.1,373.55,5838852
2022-10-18 16:00:00,369.4,371.3,368.39,371.14,18318966
2022-10-18 15:00:00,372.03,372.26,368.11,369.4,11333531
2022-10-18 14:00:00,370.44,372.38,369.18,372.04,8403080
2022-10-18 13:00:00,369.2,371.44,368.56,370.43,10379227
2022-10-18 12:00:00,371.49,371.96,367.52,369.22,12859638
2022-10-18 11:00:00,373.12,374.37,370.97,371.5,13179072
2022-10-18 10:00:00,375.09,375.45,372.45,373.1,11890013
2022-10-18 09:00:00,371.72,375.3,370.32,375.14,1688233
2022-10-18 08:00:00,371.71,373.86,371.59,373.5,644182
2022-10-18 07:00:00,371.44,372.94,371.29,371.67,263724
2022-10-18 06:00:00,370.83,371.53,370.18,371.5,168685
2022-10-18 05:00:00,373.05,373.19,370.88,371.02,159722
2022-10-17 20:00:00,369.22,370.02,369.12,369.78,251863
2022-10-17 19:00:00,368.2,369.48,366.82,369.22,491261
2022-10-17 18:00:00,367.69,368.24,367.6,368.2,966688
2022-10-17 17:00:00,366.77,368.0,366.63,367.69,5010375
2022-10-17 16:00:00,366.81,367.61,357.28,366.8,19292734
2022-10-17 15:00:00,367.4,367.92,366.25,366.82,7811587
2022-10-17 14:00:00,366.52,367.77,365.88,367.41,7087472
2022-10-17 13:00:00,366.9,367.6,365.96,366.51,8080244
2022-10-17 12:00:00,365.45,367.55,364.6,366.9,11555901
2022-10-17 11:00:00,365.85,367.98,364.89,365.45,13902275
2022-10-17 10:00:00,362.69,367.38,362.69,365.87,14046239
2022-10-17 09:00:00,362.08,362.84,358.88,362.65,1047622
2022-10-17 08:00:00,362.19,362.29,361.38,361.95,619700
2022-10-17 07:00:00,361.64,362.61,361.5,362.17,154460
2022-10-17 06:00:00,361.01,361.76,360.72,361.67,48263
2022-10-17 05:00:00,360.02,361.46,360.02,360.76,91804
2022-10-14 20:00:00,356.96,357.0,356.5,356.6,76226
2022-10-14 19:00:00,357.23,357.35,356.97,356.97,50796
2022-10-14 18:00:00,357.48,357.61,357.12,357.2,198271
2022-10-14 17:00:00,357.68,358.0,357.0,357.5,10597624
2022-10-14 16:00:00,358.46,359.43,356.96,357.68,27233075
2022-10-14 15:00:00,360.14,360.15,357.56,358.47,9489267
2022-10-14 14:00:00,359.34,360.23,358.51,360.12,9524459
2022-10-14 13:00:00,359.72,361.07,358.45,359.33,12258041
2022-10-14 12:00:00,362.07,363.53,359.31,359.74,12203620
2022-10-14 11:00:00,366.61,366.62,360.32,362.06,21022572
2022-10-14 10:00:00,370.14,370.4,365.99,366.6,13479311
2022-10-14 09:00:00,368.12,371.2,365.05,370.12,3890688
2022-10-14 08:00:00,367.6,368.03,365.08,365.15,546513
2022-10-14 07:00:00,365.25,368.04,365.21,367.58,264408
2022-10-14 06:00:00,364.41,365.32,364.0,365.27,57568
2022-10-14 05:00:00,366.81,366.93,364.38,364.56,61563
2022-10-13 21:00:00,365.72,365.72,365.72,365.72,160
2022-10-13 20:00:00,365.97,366.12,365.71,365.76,84765
2022-10-13 19:00:00,365.83,366.29,365.6,366.1,126639
2022-10-13 18:00:00,365.84,365.95,365.6,365.82,305890
2022-10-13 17:00:00,365.95,366.57,365.58,365.79,4569743
2022-10-13 16:00:00,366.78,367.51,365.04,365.96,24032357
2022-10-13 15:00:00,365.52,367.13,363.96,366.8,12014204
2022-10-13 14:00:00,362.96,366.49,362.91,365.56,12797348
2022-10-13 13:00:00,362.87,364.05,352.85,362.94,13263390
2022-10-13 12:00:00,353.59,365.34,353.35,362.86,31801306
2022-10-13 11:00:00,351.96,354.72,351.4,353.6,17741257
2022-10-13 10:00:00,349.9,352.5,348.11,351.96,17002782
2022-10-13 09:00:00,358.59,361.99,348.53,349.9,8954461
2022-10-13 08:00:00,358.6,361.12,358.5,360.12,1090427
2022-10-13 07:00:00,358.26,358.86,358.06,358.6,155208
2022-10-13 06:00:00,358.2,358.9,358.19,358.26,55098
2022-10-13 05:00:00,357.35,358.23,356.9,358.2,33010
2022-10-12 21:00:00,357.6,357.6,357.58,357.58,461
2022-10-12 20:00:00,357.22,357.71,357.11,357.59,74791
2022-10-12 19:00:00,357.3,357.55,357.18,357.27,94315
2022-10-12 18:00:00,357.1,357.29,356.56,357.29,144420
2022-10-12 17:00:00,356.54,359.81,356.53,357.07,7048886
2022-10-12 16:00:00,357.69,358.3,356.5,356.55,16054765
2022-10-12 15:00:00,357.61,359.4,357.11,357.69,10370871
2022-10-12 14:00:00,358.58,358.82,357.32,357.66,6340940
2022-10-12 13:00:00,359.22,359.8,357.62,358.58,5834169
2022-10-12 12:00:00,357.88,359.45,357.76,359.19,7455559
2022-10-12 11:00:00,358.82,359.45,357.0,357.83,9309778
2022-10-12 10:00:00,358.58,359.82,356.3,358.83,10645445
2022-10-12 09:00:00,360.05,361.05,357.74,358.6,2218311
2022-10-12 08:00:00,360.0,360.75,359.16,359.98,307462
2022-10-12 07:00:00,360.54,360.97,359.11,359.85,63796
2022-10-12 06:00:00,359.6,361.19,359.51,360.5,38808
2022-10-12 05:00:00,359.22,360.09,358.82,359.7,64642
2022-10-11 20:00:00,358.19,358.4,357.8,358.24,117898
2022-10-11 19:00:00,358.41,358.48,357.86,358.2,202197
2022-10-11 18:00:00,358.51,358.69,358.31,358.45,120920
2022-10-11 17:00:00,357.7,358.66,357.59,358.6,5765644
2022-10-11 16:00:00,357.3,358.24,355.71,357.74,24129928
2022-10-11 15:00:00,361.88,362.13,357.16,357.32,11153199
2022-10-11 14:00:00,362.16,362.38,360.87,361.89,6538536
2022-10-11 13:00:00,360.76,363.03,359.48,362.15,8543804
2022-10-11 12:00:00,357.53,361.49,357.45,360.76,10995712
2022-10-11 11:00:00,356.59,358.65,355.81,357.51,13014464
2022-10-11 10:00:00,359.19,359.56,356.5,356.59,8379454
2022-10-11 09:00:00,358.85,360.54,356.83,359.22,1499861
2022-10-11 08:00:00,357.79,358.92,357.75,358.89,505159
2022-10-11 07:00:00,356.93,357.83,356.31,357.78,196521
2022-10-11 06:00:00,356.97,357.54,356.57,356.8,47652
2022-10-11 05:00:00,357.49,358.63,356.59,356.9,132010
2022-10-10 20:00:00,360.7,361.25,360.68,360.9,82953
2022-10-10 19:00:00,360.25,360.8,360.13,360.7,153074
2022-10-10 18:00:00,360.37,360.57,360.17,360.22,376228
2022-10-10 17:00:00,360.08,360.57,360.02,360.45,7697472
2022-10-10 16:00:00,360.56,361.98,360.03,360.07,12772834
2022-10-10 15:00:00,361.48,361.76,359.94,360.54,7284644
2022-10-10 14:00:00,358.35,362.37,357.67,361.5,11364465
2022-10-10 13:00:00,360.8,360.99,358.35,358.37,7995979
2022-10-10 12:00:00,360.2,361.47,359.3,360.79,7565526
2022-10-10 11:00:00,361.64,363.0,359.66,360.21,11307650
2022-10-10 10:00:00,364.2,364.43,361.54,361.65,7490398
2022-10-10 09:00:00,362.13,364.2,361.25,364.12,541863
2022-10-10 08:00:00,361.68,362.74,361.68,362.27,211349
2022-10-10 07:00:00,362.56,362.69,361.5,361.68,64446
2022-10-10 06:00:00,360.76,362.52,360.76,362.42,62166
2022-10-10 05:00:00,361.44,361.6,360.1,360.76,84802
2022-10-07 20:00:00,362.25,362.25,361.95,361.95,56415
2022-10-07 19:00:00,362.35,362.37,362.12,362.29,90146
2022-10-07 18:00:00,362.79,362.79,362.37,362.37,131830
2022-10-07 17:00:00,362.81,363.0,362.33,362.77,11855009
2022-10-07 16:00:00,362.77,363.5,360.94,362.8,28973836
2022-10-07 15:00:00,363.43,363.82,362.28,362.78,8672716
2022-10-07 14:00:00,363.81,364.37,363.11,363.43,7792710
2022-10-07 13:00:00,365.29,373.29,363.44,363.81,9058767
2022-10-07 12:00:00,366.45,367.12,364.87,365.29,8424186
2022-10-07 11:00:00,365.54,367.14,364.77,366.46,12898209
2022-10-07 10:00:00,369.1,369.88,365.36,365.53,11263726
2022-10-07 09:00:00,373.11,374.47,367.7,369.08,5214026
2022-10-07 08:00:00,373.08,373.55,372.87,373.1,142981
2022-10-07 07:00:00,373.47,373.47,372.67,373.11,57971
2022-10-07 06:00:00,372.73,373.65,372.73,373.41,29814
2022-10-07 05:00:00,372.2,372.8,371.78,372.79,35731
2022-10-06 20:00:00,372.15,372.94,372.01,372.19,83923
2022-10-06 19:00:00,372.57,372.7,371.81,372.18,119733
2022-10-06 18:00:00,372.67,373.2,372.42,372.65,87798
2022-10-06 17:00:00,373.2,373.65,372.59,372.71,5941453
2022-10-06 16:00:00,373.44,374.59,372.68,373.22,16611231
2022-10-06 15:00:00,375.41,375.45,372.74,373.46,10204205
2022-10-06 14:00:00,375.47,375.95,374.7,375.41,5947182
2022-10-06 13:00:00,374.68,376.31,373.98,375.46,6872229
2022-10-06 12:00:00,376.43,376.94,374.58,374.68,10207062
2022-10-06 11:00:00,376.24,376.49,373.41,376.42,13980870
2022-10-06 10:00:00,376.35,378.72,375.33,376.23,9237971
2022-10-06 09:00:00,375.13,379.4,374.06,376.34,919786
2022-10-06 08:00:00,374.45,375.49,374.45,375.17,347699
2022-10-06 07:00:00,374.55,374.68,374.0,374.4,83181
2022-10-06 06:00:00,375.54,375.79,374.5,374.5,70428
2022-10-06 05:00:00,377.06,377.48,375.43,375.5,79558
2022-10-05 20:00:00,377.5,378.62,377.2,378.59,149905
2022-10-05 19:00:00,376.92,377.5,376.63,377.4,118924
2022-10-05 18:00:00,376.94,377.04,376.66,376.92,109067
2022-10-05 17:00:00,377.1,377.8,376.97,377.04,8234899
2022-10-05 16:00:00,377.69,379.46,376.47,377.15,19835734
2022-10-05 15:00:00,375.83,377.75,375.68,377.68,7882384
2022-10-05 14:00:00,375.27,377.54,375.14,375.83,9899096
2022-10-05 13:00:00,373.05,376.02,372.23,375.25,8542371
2022-10-05 12:00:00,371.34,373.43,371.21,373.04,7855348
2022-10-05 11:00:00,374.28,374.34,370.95,371.35,14214058
2022-10-05 10:00:00,373.99,375.18,373.2,374.31,8710264
2022-10-05 09:00:00,375.24,376.4,373.7,374.03,868696
2022-10-05 08:00:00,375.3,375.39,374.19,374.56,299921
2022-10-05 07:00:00,374.11,375.25,374.11,375.25,118545
2022-10-05 06:00:00,374.98,375.16,373.81,374.1,131876
2022-10-05 05:00:00,375.32,376.3,374.0,375.0,108750
2022-10-04 20:00:00,377.1,377.15,376.72,377.05,90386
2022-10-04 19:00:00,377.66,377.71,376.9,377.11,612408
2022-10-04 18:00:00,377.84,377.87,377.61,377.68,192518
2022-10-04 17:00:00,377.89,378.26,377.52,377.79,9501528
2022-10-04 16:00:00,377.1,378.0,375.46,377.93,22585713
2022-10-04 15:00:00,376.3,377.41,366.57,377.09,8363814
2022-10-04 14:00:00,376.16,376.78,374.1,376.29,9924173
2022-10-04 13:00:00,377.03,377.6,375.86,376.17,8416076
2022-10-04 12:00:00,377.22,377.66,376.4,377.03,10462644
2022-10-04 11:00:00,376.01,377.39,375.89,377.22,14803677
2022-10-04 10:00:00,372.46,376.07,371.86,376.0,13060174
2022-10-04 09:00:00,372.7,373.42,369.45,372.43,1101276
2022-10-04 08:00:00,372.8,372.81,372.1,372.71,431273
2022-10-04 07:00:00,372.4,373.55,372.12,372.78,187189
2022-10-04 06:00:00,372.06,372.44,371.0,372.43,65703
2022-10-04 05:00:00,372.0,372.12,369.18,372.01,118020
2022-10-03 20:00:00,366.48,367.79,366.48,367.76,134576
2022-10-03 19:00:00,367.04,367.46,366.12,366.48,204597
2022-10-03 18:00:00,366.98,367.01,366.67,367.0,105502
2022-10-03 17:00:00,366.6,367.24,366.52,366.9,5151692
2022-10-03 16:00:00,368.12,368.37,366.08,366.6,22450338
2022-10-03 15:00:00,365.67,368.55,365.66,368.12,9915132
2022-10-03 14:00:00,364.29,366.19,364.17,365.68,9362417
2022-10-03 13:00:00,363.78,364.97,363.4,364.29,5843335
2022-10-03 12:00:00,364.31,365.45,363.44,363.77,9044539
2022-10-03 11:00:00,360.6,364.95,360.58,364.32,13306550
2022-10-03 10:00:00,361.11,362.0,359.21,360.65,9385028
2022-10-03 09:00:00,359.0,361.65,356.76,361.11,925234
2022-10-03 08:00:00,359.12,359.99,358.77,359.99,599395
2022-10-03 07:00:00,358.09,359.18,357.9,359.14,189305
2022-10-03 06:00:00,357.44,358.24,356.3,358.02,103980
2022-10-03 05:00:00,358.0,358.0,356.7,357.4,51718
2022-09-30 20:00:00,357.86,358.08,357.62,357.88,43229
2022-09-30 19:00:00,358.08,358.15,357.18,357.86,244129
2022-09-30 18:00:00,357.95,358.08,357.18,358.08,2043712
2022-09-30 17:00:00,357.12,358.74,357.02,357.94,28988877
2022-09-30 16:00:00,359.33,360.77,357.11,357.19,44948597
2022-09-30 15:00:00,360.98,361.77,359.13,359.32,12709973
2022-09-30 14:00:00,362.63,362.98,360.67,360.99,8026430
2022-09-30 13:00:00,362.96,363.38,361.8,362.66,9932246
2022-09-30 12:00:00,364.2,365.91,362.71,362.95,13077173
2022-09-30 11:00:00,363.08,364.61,361.59,364.16,13818657
2022-09-30 10:00:00,363.52,364.5,360.16,363.1,11446824
